Date,Bitcoin_Close,Bitcoin_Volume,Litecoin_Close,Litecoin_Volume,Dogecoin_Close,Dogecoin_Volume,SP500_Close,SP500_Volume,Gold_Close,Gold_Volume,Ether_Close,Ethereum_Volume,MSCI_Close,MSCI_Volume,Japan_Gold(trend),Japan_S&P500(trend),DE_Ethereum(trend),DE_S&P500(trend),IN_Bitcoin(trend),IN_Ethereum(trend),IN_S&P500(trend),US_Ethereum(trend),US_S&P500(trend),United States_CPI,Germany_CPI,China_CPI,Japan_CPI,Japan_Election,US_Election,Germany_Election,India_Election,China_Election,Ukraine_Russia_War,Israil_Palestin_War,BTC-Returns
2018-02-16,10233.900390625,7296159744,230.12399291992188,1300089984,0.007034000009298325,26553900.0,2732.219970703125,3646920000.0,1353.199951171875,110.0,944.2100219726562,2369449984.0,145.0,579200.0,40.0,0.0,4.0,0.0,17.0,1.0,0.0,2.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.006617573638271423
2018-02-17,11112.7001953125,8660880384,229.46499633789062,863401024,0.0070489998906850815,18333100.0,2724.239990234375,3646920000.0,1341.0,196.5,974.114990234375,2525720064.0,144.69000244140625,480000.0,55.0,0.0,3.0,0.0,20.0,1.0,0.0,2.0,1.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.0823828388494885
2018-02-18,10551.7998046875,8744009728,215.73599243164062,1011120000,0.006424000021070242,15291500.0,2720.25,3646920000.0,1334.9000244140625,239.75,923.9210205078125,2567290112.0,144.53500366210938,430400.0,36.0,0.0,3.0,0.0,17.0,1.0,0.0,2.0,0.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,-0.0517921730312878
2018-02-19,11225.2998046875,7652089856,223.0570068359375,767596992,0.006697000004351139,13019200.0,2718.2550048828125,3646920000.0,1331.8500366210938,261.375,943.864990234375,2169019904.0,144.45750427246094,405600.0,53.0,2.0,3.0,0.0,18.0,1.0,0.0,2.0,1.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.06187369895710759
2018-02-20,11403.7001953125,9926540288,232.8509979248047,1739670016,0.0070940000005066395,107911000.0,2716.260009765625,3646920000.0,1328.800048828125,283.0,895.3709716796875,2545260032.0,144.3800048828125,380800.0,46.0,0.0,4.0,0.0,21.0,1.0,0.0,3.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.015767739342638976
2018-02-21,10690.400390625,9405339648,213.3520050048828,1195820032,0.006581000052392483,36813100.0,2701.330078125,3789040000.0,1330.0,119.0,849.9710083007812,2531729920.0,142.7899932861328,508400.0,44.0,0.0,3.0,0.0,19.0,2.0,0.0,2.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,-0.06459170224791144
2018-02-22,10005.0,8040079872,195.30799865722656,974379008,0.006258999928832054,20365500.0,2703.9599609375,3720620000.0,1330.5999755859375,70.0,812.844970703125,2150370048.0,142.8699951171875,375200.0,52.0,0.0,3.0,0.0,19.0,1.0,0.0,2.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,-0.06626121098880944
2018-02-23,10301.099609375,7739500032,209.3090057373047,1065680000,0.006647999864071608,19390500.0,2747.300048828125,3200360000.0,1328.199951171875,427.0,864.1890258789062,2334820096.0,144.99000549316406,294600.0,43.0,3.0,2.0,0.0,15.0,2.0,0.0,2.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.02916567969339212
2018-02-24,9813.0703125,6917929984,209.4219970703125,937312000,0.0063240001909434795,15687300.0,2763.4500732421875,3318475000.0,1329.449951171875,539.5,840.5150146484375,1926579968.0,144.7050018310547,354450.0,47.0,0.0,3.0,0.0,14.0,1.0,0.0,1.0,1.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,-0.04853544529041365
2018-02-25,9664.73046875,5706939904,220.47500610351562,1028590016,0.006142000202089548,11758800.0,2771.5250854492188,3377532500.0,1330.074951171875,595.75,844.8099975585938,1646960000.0,144.5625,384375.0,45.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,1.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,-0.015231977518507023
2018-02-26,10366.7001953125,7287690240,220.96200561523438,1297080064,0.0063390000723302364,12068600.0,2779.60009765625,3436590000.0,1330.699951171875,652.0,869.3150024414062,2044480000.0,144.4199981689453,414300.0,48.0,0.0,2.0,0.0,14.0,1.0,0.0,1.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.07011553986619923
2018-02-27,10725.599609375,6966179840,216.5989990234375,856454016,0.006291000172495842,12201900.0,2744.280029296875,3752070000.0,1315.5,710.0,878.2650146484375,2053980032.0,142.83999633789062,465000.0,39.0,0.0,2.0,0.0,14.0,1.0,0.0,2.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,0.034034606098973796
2018-02-28,10397.900390625,6936189952,202.89500427246094,761321984,0.006018000189214945,13227600.0,2713.830078125,4244570000.0,1315.5,58.0,855.198974609375,1963980032.0,141.52000427246094,532600.0,43.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,2.0,249.529,102.3171,106.5,101.298,0,0,0,0,0,0,0,-0.031029470636465106
2018-03-01,10951.0,7317279744,209.75,678542016,0.006215000059455633,15518400.0,2677.669921875,4514490000.0,1302.9000244140625,43.0,872.2000122070312,1868519936.0,142.64999389648438,504100.0,46.0,0.0,3.0,0.0,12.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.05182687604474623
2018-03-02,11086.400390625,7620590080,212.55599975585938,627142016,0.005481999833136797,22498100.0,2691.25,3891250000.0,1321.0999755859375,155.0,856.85302734375,1894419968.0,143.32000732421875,480300.0,39.0,0.0,2.0,1.0,12.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.01228839083196931
2018-03-03,11489.7001953125,6690570240,210.64300537109375,681865984,0.0053010000847280025,21545000.0,2706.094970703125,3812445000.0,1319.5999755859375,86.5,857.2249755859375,1699369984.0,144.625,556800.0,43.0,0.0,2.0,0.0,13.0,1.0,0.0,1.0,1.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.035731831732556785
2018-03-04,11512.599609375,6084149760,213.7989959716797,574675008,0.005501999985426664,12133500.0,2713.5174560546875,3773042500.0,1318.8499755859375,52.25,866.677978515625,1697939968.0,145.27749633789062,595050.0,38.0,2.0,3.0,0.0,11.0,1.0,0.0,1.0,1.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.001991054965976957
2018-03-05,11573.2998046875,6468539904,211.1750030517578,594828992,0.005218000151216984,13627700.0,2720.93994140625,3733640000.0,1318.0999755859375,18.0,853.6840209960938,1898489984.0,145.92999267578125,633300.0,37.0,0.0,3.0,0.0,13.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.0052586502353069164
2018-03-06,10779.900390625,6832169984,196.6009979248047,661078016,0.004610000178217888,14766900.0,2728.1201171875,3389030000.0,1333.5999755859375,18.0,816.9509887695312,1943069952.0,148.99000549316406,524800.0,40.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.0710173788230346
2018-03-07,9965.5703125,8797910016,185.83900451660156,755924992,0.004023999907076359,17585500.0,2726.800048828125,3406690000.0,1326.0,27.0,752.8309936523438,2175419904.0,148.3000030517578,553200.0,39.0,0.0,2.0,0.0,13.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.07854714164884058
2018-03-08,9395.009765625,7186089984,176.51100158691406,612508992,0.004025000147521496,15499400.0,2738.969970703125,3206040000.0,1319.9000244140625,62.0,704.5960083007812,1891640064.0,150.5800018310547,444000.0,44.0,0.0,2.0,0.0,13.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.05895751127349236
2018-03-09,9337.5498046875,8704190464,187.16799926757812,943363968,0.004145999904721975,13624400.0,2786.570068359375,3376870000.0,1322.4000244140625,88.0,728.916015625,2233019904.0,153.1199951171875,664100.0,46.0,0.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.006134788034012573
2018-03-10,8866.0,5386319872,177.73199462890625,625808000,0.003973000217229128,9880540.0,2784.7950439453125,3296915000.0,1320.9000244140625,44.0,686.8900146484375,1532960000.0,153.58499908447266,637750.0,41.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,1.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.05182014795718892
2018-03-11,9578.6298828125,6296370176,188.9459991455078,669377984,0.004209999926388264,9251440.0,2783.9075317382812,3256937500.0,1320.1500244140625,22.0,723.3389892578125,1562680064.0,153.81750106811523,624575.0,39.0,0.0,2.0,0.0,11.0,1.0,0.0,2.0,0.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.07731082693622326
2018-03-12,9205.1201171875,6457399808,178.23399353027344,567628992,0.004031999967992306,7601500.0,2783.02001953125,3216960000.0,1319.4000244140625,0.0,699.8309936523438,1764999936.0,154.0500030517578,611400.0,51.0,0.0,3.0,0.0,11.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.03977469953506585
2018-03-13,9194.849609375,5991139840,175.78199768066406,468094016,0.00395999988541007,6006560.0,2765.31005859375,3324290000.0,1325.9000244140625,13.0,690.8270263671875,1425959936.0,151.63999938964844,587000.0,52.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.0011163614975213676
2018-03-14,8269.8095703125,6438230016,161.1009979248047,480652992,0.003524000057950616,7532350.0,2749.47998046875,3394630000.0,1324.4000244140625,19.0,614.291015625,1810560000.0,154.42999267578125,901200.0,47.0,0.0,3.0,0.0,12.0,1.0,1.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.1060320200204039
2018-03-15,8300.8603515625,6834429952,164.4759979248047,564609024,0.0035359999164938927,9316740.0,2747.330078125,3543710000.0,1316.800048828125,0.0,611.3040161132812,1770460032.0,154.9499969482422,475200.0,45.0,3.0,2.0,0.0,14.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.0037476840392205446
2018-03-16,8338.349609375,5289379840,165.4499969482422,436628000,0.0035099999513477087,6407110.0,2752.010009765625,5429140000.0,1311.300048828125,34.0,601.666015625,1417350016.0,154.97999572753906,1428000.0,44.0,4.0,2.0,0.0,13.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.004506141978666278
2018-03-17,7916.8798828125,4426149888,152.968994140625,403808992,0.003298999974504113,6231110.0,2732.4649658203125,4378300000.0,1314.050048828125,20.0,552.7789916992188,1267810048.0,155.18000030517578,1124700.0,35.0,1.0,2.0,0.0,10.0,1.0,0.0,2.0,0.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,-0.05186813420832692
2018-03-18,8223.6796875,6639190016,154.07400512695312,595955008,0.0031900000758469105,9029610.0,2722.6924438476562,3852880000.0,1315.425048828125,13.0,538.6439819335938,2685499904.0,155.28000259399414,973050.0,32.0,0.0,3.0,0.0,12.0,1.0,0.0,3.0,0.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.03802058543426412
2018-03-19,8630.650390625,6729110016,161.14199829101562,504832992,0.00343999988399446,8278910.0,2712.919921875,3327460000.0,1316.800048828125,6.0,556.7260131835938,2046790016.0,155.3800048828125,821400.0,40.0,2.0,3.0,1.0,11.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.04830210672516699
2018-03-20,8913.4697265625,6361789952,168.81700134277344,492892000,0.0036510000936686993,6638060.0,2716.93994140625,3272590000.0,1311.0999755859375,4.0,557.1749877929688,1833680000.0,158.0800018310547,504900.0,53.0,0.0,2.0,0.0,11.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,1,0,0,0.032243718870873295
2018-03-21,8929.2802734375,6043129856,169.052001953125,462536000,0.0036589999217540026,6711100.0,2711.929931640625,3434780000.0,1320.699951171875,34.0,561.7319946289062,1781270016.0,158.25999450683594,1238100.0,37.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.0017722101148152092
2018-03-22,8728.4697265625,5530390016,163.6719970703125,404996992,0.0035280000884085894,5210480.0,2643.68994140625,3765460000.0,1326.5999755859375,0.0,539.7020263671875,1523459968.0,156.1300048828125,1155100.0,45.0,2.0,2.0,1.0,10.0,1.0,0.0,1.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.022745729727736475
2018-03-23,8879.6201171875,5954120192,167.83200073242188,348056000,0.0035600000992417336,6178530.0,2588.260009765625,3829380000.0,1349.300048828125,8.0,539.6190185546875,1596349952.0,154.07000732421875,1062200.0,47.0,0.0,2.0,0.0,10.0,1.0,0.0,1.0,3.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.017168711059966313
2018-03-24,8668.1201171875,5664600064,159.63099670410156,290270016,0.003590000094845891,4461220.0,2623.405029296875,3683730000.0,1351.8500366210938,9.0,526.4390258789062,1300009984.0,156.37000274658203,1107350.0,35.0,0.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.024106835371355828
2018-03-25,8495.7802734375,4569880064,160.08399963378906,241431008,0.003504999913275242,3476340.0,2640.9775390625,3610905000.0,1353.1250305175781,9.5,524.2869873046875,1151170048.0,157.52000045776367,1129925.0,38.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,1.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.020082339310844688
2018-03-26,8209.400390625,5921039872,149.2209930419922,407135008,0.0032889998983591795,6061990.0,2658.550048828125,3538080000.0,1354.4000244140625,10.0,489.95098876953125,1638880000.0,158.6699981689453,1152500.0,35.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.03428971504220435
2018-03-27,7833.0400390625,5378250240,135.7790069580078,385104000,0.0031449999660253525,5235300.0,2612.6201171875,3761320000.0,1341.300048828125,290889.0,450.1159973144531,1617939968.0,154.0399932861328,902200.0,41.0,0.0,2.0,1.0,11.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.04692919680936569
2018-03-28,7954.47998046875,4935289856,131.7469940185547,328374016,0.003140999935567379,4912220.0,2605.0,3875720000.0,1324.199951171875,59284.0,446.27899169921875,1514179968.0,150.5500030517578,929200.0,39.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.015384599545303246
2018-03-29,7165.7001953125,6361229824,114.67900085449219,476804000,0.002827000105753541,5630550.0,2640.8701171875,3572360000.0,1322.800048828125,5585.0,385.9679870605469,1970230016.0,149.47000122070312,2122000.0,40.0,0.0,4.0,0.0,7.0,1.0,0.0,5.0,4.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.10442950860100275
2018-03-30,6890.52001953125,6289509888,118.5979995727539,468439008,0.0027630000840872526,5378440.0,2611.375,3604070000.0,1332.4500122070312,3117.0,394.6449890136719,1878130048.0,147.7050018310547,1627850.0,33.0,2.0,5.0,0.0,8.0,1.0,0.0,4.0,2.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,-0.03915922419318818
2018-03-31,6973.52978515625,4553269760,116.60700225830078,295439008,0.002819000044837594,3505010.0,2596.62744140625,3619925000.0,1337.2749938964844,1883.0,396.4570007324219,1323920000.0,146.82250213623047,1380775.0,39.0,0.0,3.0,0.0,7.0,0.0,0.0,3.0,1.0,249.577,102.9172,105.3,100.9926,0,0,0,0,0,0,0,0.011974965288978012
2018-04-01,6844.22998046875,4532100096,115.22200012207031,274182016,0.002718999981880188,3373820.0,2589.253662109375,3627852500.0,1339.687484741211,1266.0,379.60699462890625,1256930048.0,146.38125228881836,1257237.5,40.0,0.0,3.0,0.0,7.0,1.0,0.0,3.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.01871556330941182
2018-04-02,7083.7998046875,4333440000,119.30599975585938,271703008,0.0027970001101493835,5034000.0,2581.8798828125,3635780000.0,1342.0999755859375,649.0,386.42498779296875,1102259968.0,145.94000244140625,1133700.0,37.0,1.0,4.0,1.0,8.0,1.0,0.0,3.0,6.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.034404500623484324
2018-04-03,7456.10986328125,5499700224,134.47000122070312,375408992,0.0029800001066178083,6618080.0,2614.449951171875,3395840000.0,1332.800048828125,702.0,416.89300537109375,1363399936.0,145.7100067138672,22350100.0,44.0,0.0,4.0,1.0,7.0,1.0,0.0,3.0,5.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.05122335284347912
2018-04-04,6853.83984375,4936000000,118.41200256347656,380351008,0.0027699999045580626,5330250.0,2644.68994140625,3369230000.0,1335.800048828125,718.0,380.5429992675781,1287730048.0,146.6999969482422,2486300.0,33.0,0.0,3.0,1.0,7.0,1.0,0.0,3.0,6.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.08422475580705502
2018-04-05,6811.47021484375,5639320064,119.13099670410156,294022016,0.002713999943807721,4829150.0,2662.840087890625,3230430000.0,1324.300048828125,258.0,383.23199462890625,1210680064.0,146.50999450683594,1022300.0,40.0,2.0,3.0,0.0,13.0,1.0,0.0,2.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.006201068910305807
2018-04-06,6636.31982421875,3766810112,113.15499877929688,233190000,0.0026700000744313,2848290.0,2604.469970703125,3312390000.0,1331.9000244140625,348.0,370.2850036621094,967105984.0,144.0500030517578,1083600.0,39.0,0.0,3.0,1.0,15.0,1.0,0.0,2.0,5.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.02605042094133836
2018-04-07,6911.08984375,3976610048,116.26000213623047,211470000,0.0028019999153912067,3034220.0,2608.81494140625,3194265000.0,1334.1000366210938,319.0,385.3139953613281,951475008.0,145.34000396728516,1147450.0,30.0,0.0,3.0,0.0,10.0,1.0,0.0,2.0,2.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.04056977863510269
2018-04-08,7023.52001953125,3652499968,117.6709976196289,194664000,0.0028429999947547913,3683180.0,2610.9874267578125,3135202500.0,1335.2000427246094,304.5,400.50799560546875,948488000.0,145.98500442504883,1179375.0,39.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.01613717451544261
2018-04-09,6770.72998046875,4894060032,114.98999786376953,260171008,0.0027630000840872526,4827250.0,2613.159912109375,3076140000.0,1336.300048828125,290.0,398.5260009765625,1478390016.0,146.6300048828125,1211300.0,43.0,0.0,3.0,1.0,9.0,1.0,0.0,2.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.036655612766454126
2018-04-10,6834.759765625,4272750080,114.26300048828125,202879008,0.0030429998878389597,10212100.0,2656.8701171875,3579130000.0,1342.0,105.0,414.2430114746094,1196000000.0,149.0500030517578,860000.0,44.0,0.0,2.0,1.0,7.0,1.0,0.0,2.0,5.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.009412414998555718
2018-04-11,6968.31982421875,4641889792,118.29100036621094,230068992,0.003396000014618039,25292400.0,2642.18994140625,3054520000.0,1356.5,118.0,430.5400085449219,1439040000.0,148.25,1075500.0,44.0,0.0,2.0,1.0,7.0,1.0,0.0,2.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.019352815614150032
2018-04-12,7889.25,8906250240,129.3350067138672,587510976,0.0037980000488460064,13877700.0,2663.989990234375,3045330000.0,1338.4000244140625,34.0,492.9410095214844,2519360000.0,149.3000030517578,930200.0,50.0,0.0,3.0,0.0,7.0,0.0,0.0,3.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.12412693581038248
2018-04-13,7895.9599609375,7764460032,125.35399627685547,458040000,0.003994999919086695,18150400.0,2656.300048828125,2988540000.0,1344.800048828125,67.0,492.7349853515625,2419249920.0,147.61000061035156,946900.0,31.0,1.0,3.0,1.0,10.0,1.0,0.0,3.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.000850158009713553
2018-04-14,7986.240234375,5191430144,126.29399871826172,258806000,0.004149999935179949,13585900.0,2667.070068359375,3004640000.0,1346.1500244140625,63.5,501.4779968261719,1519079936.0,148.3949966430664,918500.0,38.0,0.0,3.0,0.0,7.0,1.0,0.0,2.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.01136885881377836
2018-04-15,8329.1103515625,5244480000,132.0449981689453,274427008,0.00457100011408329,11867500.0,2672.455078125,3012690000.0,1346.8250122070312,61.75,531.7020263671875,1726089984.0,148.78749465942383,904300.0,37.0,1.0,3.0,1.0,6.0,1.0,0.0,2.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.04203655981360832
2018-04-16,8058.669921875,5631309824,128.3350067138672,290855008,0.004585000220686197,22272600.0,2677.840087890625,3020740000.0,1347.5,60.0,511.1470031738281,1758979968.0,149.17999267578125,890100.0,39.0,2.0,2.0,1.0,7.0,0.0,0.0,2.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.03300812914143947
2018-04-17,7902.08984375,6900879872,132.92799377441406,532336000,0.0047439998015761375,17139500.0,2706.389892578125,3286190000.0,1347.199951171875,409.0,502.8940124511719,1760359936.0,150.1199951171875,470400.0,35.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.019621259128287605
2018-04-18,8163.419921875,6529909760,139.9969940185547,381161984,0.005412000231444836,21720200.0,2708.639892578125,3412030000.0,1351.199951171875,45.0,524.7890014648438,1762940032.0,150.42999267578125,610500.0,39.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.032535927574945944
2018-04-19,8294.3095703125,7063209984,146.3000030517578,408736000,0.005824000108987093,27012500.0,2693.1298828125,3375120000.0,1346.800048828125,387.0,567.8889770507812,2256869888.0,150.0,503500.0,42.0,1.0,3.0,0.0,6.0,0.0,0.0,2.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.015906496489627386
2018-04-20,8845.830078125,8438110208,155.53700256347656,491945984,0.0058929999358952045,23110700.0,2670.139892578125,3428260000.0,1336.699951171875,310.0,615.718017578125,2849469952.0,149.58999633789062,539200.0,32.0,1.0,2.0,1.0,6.0,0.0,0.0,3.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.06437648463048973
2018-04-21,8895.580078125,7548550144,148.9340057373047,482924000,0.005413000006228685,25007100.0,2670.2149658203125,3229325000.0,1329.5999755859375,189.0,605.39501953125,2612460032.0,149.7949981689453,531650.0,36.0,2.0,4.0,1.0,7.0,1.0,0.0,3.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.0056083625781386814
2018-04-22,8802.4599609375,6629899776,146.7740020751953,338735008,0.005539000034332275,18456900.0,2670.2525024414062,3129857500.0,1326.0499877929688,128.5,621.8599853515625,2426269952.0,149.89749908447266,527875.0,29.0,2.0,3.0,0.0,6.0,0.0,0.0,3.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.010523309510453771
2018-04-23,8930.8798828125,6925190144,152.2519989013672,376060000,0.005481999833136797,33576300.0,2670.2900390625,3030390000.0,1322.5,68.0,642.5479736328125,2386830080.0,150.0,524100.0,42.0,0.0,4.0,1.0,7.0,1.0,0.0,3.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.014483697709081866
2018-04-24,9697.5,10678800384,165.781005859375,643558016,0.005799999926239252,36637000.0,2634.56005859375,3716020000.0,1331.4000244140625,28.0,708.1580200195312,3581860096.0,147.69000244140625,533300.0,38.0,0.0,4.0,1.0,7.0,0.0,0.0,4.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.0823531991874269
2018-04-25,8845.740234375,11083100160,144.76400756835938,613467008,0.0050929998978972435,38270000.0,2639.39990234375,3563680000.0,1321.199951171875,278.0,615.416015625,4216140032.0,149.2100067138672,717800.0,33.0,1.0,3.0,1.0,7.0,1.0,0.0,3.0,5.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.09193210663750406
2018-04-26,9281.509765625,8970559488,153.6790008544922,412436992,0.005626999773085117,41358700.0,2666.93994140625,3690920000.0,1316.300048828125,569.0,662.8090209960938,2984009984.0,149.60000610351562,489500.0,30.0,2.0,3.0,1.0,6.0,0.0,0.0,2.0,4.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.04808821013231679
2018-04-27,8987.0498046875,7566289920,145.90499877929688,386742016,0.005421999841928482,38969800.0,2669.909912109375,3234510000.0,1320.300048828125,622.0,647.031982421875,2598129920.0,150.1999969482422,551200.0,36.0,0.0,4.0,1.0,5.0,0.0,0.0,2.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.03223959330684423
2018-04-28,9348.48046875,7805479936,152.29600524902344,337116992,0.005357000045478344,35916600.0,2658.97998046875,3492010000.0,1318.25,335.5,683.677978515625,2496659968.0,150.01499938964844,712800.0,41.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.03942918286213981
2018-04-29,9419.080078125,8853000192,153.63099670410156,388081984,0.005458999890834093,37883800.0,2653.5150146484375,3620760000.0,1317.2249755859375,192.25,688.8809814453125,2740559872.0,149.92250061035156,793600.0,35.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,1.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,0.007523614187496364
2018-04-30,9240.5498046875,8673920000,148.4770050048828,341396992,0.005210000090301037,36411800.0,2648.050048828125,3749510000.0,1316.199951171875,49.0,669.9240112304688,2853100032.0,149.8300018310547,874400.0,31.0,0.0,3.0,1.0,5.0,1.0,0.0,2.0,3.0,250.227,103.1172,105.1,100.8908,0,0,0,0,0,0,0,-0.019136041014403915
2018-05-01,9119.009765625,7713019904,148.48800659179688,342152000,0.005144000053405762,11657500.0,2654.800048828125,3562820000.0,1303.800048828125,28.0,673.6129760742188,2678960128.0,150.66000366210938,563400.0,36.0,1.0,2.0,0.0,6.0,0.0,0.0,2.0,4.0,250.792,103.9173,104.9,101.0944,0,0,0,0,0,0,0,-0.013240166694592048
2018-05-02,9235.919921875,7558159872,151.57699584960938,354656992,0.005272999871522188,49958400.0,2635.669921875,4047020000.0,1302.5999755859375,23.0,687.1489868164062,2822269952.0,150.44000244140625,1094300.0,32.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,3.0,250.792,103.9173,104.9,101.0944,0,0,0,0,0,0,0,0.012739001376983694
